Geneid	JH01_A01	JH01_A02	JH01_A03	JH01_A04	JH01_A05	JH01_A06	JH02_A01	JH02_A02	JH02_A03	JH02_A04	JH02_A05	JH02_A06	JH01_B01	JH01_B02	JH01_B03	JH01_B04	JH01_B05	JH01_B06	JH02_B01	JH02_B02	JH02_B03	JH02_B04	JH02_B05	JH02_B06	JH01_C01	JH01_C02	JH01_C03	JH01_C04	JH01_C05	JH01_C06	JH02_C01	JH02_C02	JH02_C03	JH02_C04	JH02_C05	JH02_C06
CDS:b0344:lacZ:beta-D-galactosidase:cds340:-:3074:NC_000913.3	15	17	1	1	1	20	11	24	30	5	8	25	18	6	0	15	12	26	9	6	12	17	4	7	9	1	0	2	5	22	0	15	3	27	8	4
AS_CDS:b0344:lacZ:beta-D-galactosidase:cds340:-:3074:NC_000913.3	21	15	47	46	81	115	18	49	30	44	9	57	18	7	25	60	93	156	34	32	18	26	8	24	19	6	25	33	68	155	21	13	16	34	32	37
IGR:(CDS,b0344,lacZ,beta-D-galactosidase,cds340,-,3074/CDS,b0345,lacI,lactose-inducible_lac_operon_transcriptional_repressor,cds341,-,1082):+:71:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
AS_IGR:(CDS,b0344,lacZ,beta-D-galactosidase,cds340,-,3074/CDS,b0345,lacI,lactose-inducible_lac_operon_transcriptional_repressor,cds341,-,1082):+:71:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0345:lacI:lactose-inducible_lac_operon_transcriptional_repressor:cds341:-:1082:NC_000913.3	499	385	1559	519	642	1004	691	1830	1084	762	1868	2357	703	347	819	1235	1044	636	749	914	596	2271	812	1741	506	567	1073	526	416	783	585	283	526	2050	1331	1363
AS_CDS:b0345:lacI:lactose-inducible_lac_operon_transcriptional_repressor:cds341:-:1082:NC_000913.3	72	59	124	132	103	106	85	393	324	163	167	136	109	97	70	129	219	116	141	181	188	136	82	128	100	53	181	56	75	101	86	21	66	185	174	132
IGR:(CDS,b0345,lacI,lactose-inducible_lac_operon_transcriptional_repressor,cds341,-,1082/CDS,b0346,mhpR,mhp_operon_transcriptional_activator,cds342,-,833):+:25:NC_000913.3	0	0	0	0	1	0	0	0	0	0	1	1	0	2	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	1	2	1	2	3	1	1
AS_IGR:(CDS,b0345,lacI,lactose-inducible_lac_operon_transcriptional_repressor,cds341,-,1082/CDS,b0346,mhpR,mhp_operon_transcriptional_activator,cds342,-,833):+:25:NC_000913.3	39	28	95	35	41	78	52	134	73	50	128	158	49	26	42	80	61	50	64	59	36	156	50	113	43	44	66	42	30	63	52	20	42	136	100	105
CDS:b0346:mhpR:mhp_operon_transcriptional_activator:cds342:-:833:NC_000913.3	42	19	1059	218	493	938	57	902	90	192	1630	2648	47	85	554	1321	796	475	52	488	153	3037	749	1613	203	70	160	560	358	811	39	17	89	2067	1446	1691
AS_CDS:b0346:mhpR:mhp_operon_transcriptional_activator:cds342:-:833:NC_000913.3	1	9	8	4	10	3	5	28	25	13	36	21	5	1	16	12	22	12	10	14	13	52	5	14	9	5	6	12	1	11	4	1	0	41	32	16
IGR:(CDS,b0346,mhpR,mhp_operon_transcriptional_activator,cds342,-,833/CDS,b0347,mhpA,3-3-hydroxyphenylpropionate_hydroxylase,cds343,+,1664):+:149:NC_000913.3	0	0	6	0	0	0	2	1	1	0	0	2	1	1	4	0	0	4	0	1	2	0	0	0	1	0	1	0	0	1	0	0	0	3	0	1
AS_IGR:(CDS,b0346,mhpR,mhp_operon_transcriptional_activator,cds342,-,833/CDS,b0347,mhpA,3-3-hydroxyphenylpropionate_hydroxylase,cds343,+,1664):+:149:NC_000913.3	1	0	25	6	4	24	0	28	1	3	40	60	2	4	22	39	11	15	6	23	6	79	17	30	8	1	8	8	15	14	0	0	0	65	22	31
CDS:b0347:mhpA:3-3-hydroxyphenylpropionate_hydroxylase:cds343:+:1664:NC_000913.3	13	3	51	26	16	41	21	43	32	13	34	54	13	5	43	41	43	45	10	28	27	35	21	32	14	10	25	15	17	42	19	0	10	45	20	29
AS_CDS:b0347:mhpA:3-3-hydroxyphenylpropionate_hydroxylase:cds343:+:1664:NC_000913.3	3	2	3	15	4	4	6	28	7	0	0	0	3	0	0	3	0	1	2	0	8	6	6	9	0	11	4	0	0	5	16	0	6	8	0	1
CDS:b0348:mhpB:2%2C3-dihydroxyphenylpropionate_1%2C2-dioxygenase:cds344:+:944:NC_000913.3	0	0	21	1	3	29	4	16	3	2	47	17	1	8	19	27	22	25	1	12	7	7	6	18	3	8	1	11	23	10	8	0	1	17	9	26
AS_CDS:b0348:mhpB:2%2C3-dihydroxyphenylpropionate_1%2C2-dioxygenase:cds344:+:944:NC_000913.3	8	2	2	6	4	10	4	25	14	4	11	13	19	2	1	9	10	13	16	10	10	7	5	16	2	10	17	9	1	2	2	1	4	13	19	3
CDS:b0349:mhpC:2-hydroxy-6-ketonona-2%2C4-dienedioic_acid_hydrolase:cds345:+:866:NC_000913.3	162	167	289	318	229	416	206	962	874	521	394	527	250	120	347	333	510	328	282	514	577	460	177	282	218	190	430	121	195	389	232	116	159	436	342	359
AS_CDS:b0349:mhpC:2-hydroxy-6-ketonona-2%2C4-dienedioic_acid_hydrolase:cds345:+:866:NC_000913.3	27	19	19	28	23	31	42	101	104	52	14	71	39	8	27	9	59	22	43	45	38	41	26	32	17	19	72	12	21	32	25	14	20	47	27	20
CDS:b0350:mhpD:2-keto-4-pentenoate_hydratase:cds346:+:809:NC_000913.3	139	97	228	112	103	161	188	484	249	175	98	101	240	145	136	131	153	84	233	360	233	176	64	109	153	153	329	56	99	112	138	62	104	199	115	102
AS_CDS:b0350:mhpD:2-keto-4-pentenoate_hydratase:cds346:+:809:NC_000913.3	9	10	18	16	12	8	19	39	30	48	10	32	5	14	10	7	22	9	13	17	25	17	8	41	2	18	15	6	7	6	9	9	14	14	14	19
CDS:b0351:mhpF:acetaldehyde-CoA_dehydrogenase_II%2C_NAD-binding:cds347:+:950:NC_000913.3	178	88	190	228	88	198	240	346	243	190	144	135	224	121	148	197	211	151	215	285	175	186	76	109	84	141	302	64	117	131	193	125	96	197	128	150
AS_CDS:b0351:mhpF:acetaldehyde-CoA_dehydrogenase_II%2C_NAD-binding:cds347:+:950:NC_000913.3	14	1	7	14	5	10	21	21	16	16	15	7	13	2	1	13	16	15	1	7	14	17	0	8	0	10	4	2	9	28	16	0	5	0	4	0
CDS:b0352:mhpE:4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic_acid_aldolase%2C_class_I:cds348:+:1013:NC_000913.3	120	110	127	133	82	149	146	302	164	111	142	137	109	61	108	154	219	193	120	204	140	187	69	109	42	96	298	92	70	181	106	91	79	177	143	106
AS_CDS:b0352:mhpE:4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic_acid_aldolase%2C_class_I:cds348:+:1013:NC_000913.3	0	4	6	0	12	0	3	8	15	0	3	0	3	1	7	3	5	4	11	0	5	3	4	3	0	1	4	0	1	4	0	2	0	3	0	0
IGR:(CDS,b0352,mhpE,4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic_acid_aldolase%2C_class_I,cds348,+,1013/CDS,b0353,mhpT,3-hydroxyphenylpropionic_transporter,cds349,+,1211):+:526:NC_000913.3	980	1180	1088	898	1193	1622	1402	3720	2345	975	1268	1145	1601	845	1181	1389	1639	1330	1439	1836	1228	1598	602	660	722	1103	1121	563	658	1106	1017	872	595	1221	672	518
AS_IGR:(CDS,b0352,mhpE,4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic_acid_aldolase%2C_class_I,cds348,+,1013/CDS,b0353,mhpT,3-hydroxyphenylpropionic_transporter,cds349,+,1211):+:526:NC_000913.3	84	54	77	56	68	88	134	335	197	89	94	155	106	44	98	136	89	91	113	119	133	85	53	64	123	102	99	31	44	91	112	46	47	145	97	83
CDS:b0353:mhpT:3-hydroxyphenylpropionic_transporter:cds349:+:1211:NC_000913.3	79	54	138	106	114	259	84	283	191	118	149	226	94	44	80	138	249	174	110	105	119	129	57	155	44	66	188	114	104	247	136	48	85	228	161	171
AS_CDS:b0353:mhpT:3-hydroxyphenylpropionic_transporter:cds349:+:1211:NC_000913.3	7	12	7	6	3	19	25	37	38	10	28	8	30	10	20	4	11	12	36	17	35	13	5	10	12	16	19	0	11	12	27	8	20	12	13	13
IGR:(CDS,b0353,mhpT,3-hydroxyphenylpropionic_transporter,cds349,+,1211/CDS,b0354,yaiL,DUF2058_family_protein,cds350,+,539):+:50:NC_000913.3	6	4	8	4	11	16	6	18	10	10	15	13	7	3	4	13	18	12	4	11	12	9	5	10	4	9	13	12	11	18	19	2	12	10	10	8
AS_IGR:(CDS,b0353,mhpT,3-hydroxyphenylpropionic_transporter,cds349,+,1211/CDS,b0354,yaiL,DUF2058_family_protein,cds350,+,539):+:50:NC_000913.3	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	3	0
CDS:b0354:yaiL:DUF2058_family_protein:cds350:+:539:NC_000913.3	446	396	396	487	295	523	543	1557	1588	804	618	664	573	320	528	424	549	426	675	774	796	630	213	486	310	603	1152	214	227	488	613	358	352	628	445	391
AS_CDS:b0354:yaiL:DUF2058_family_protein:cds350:+:539:NC_000913.3	37	34	26	29	38	83	69	75	72	26	7	23	93	11	28	36	84	86	90	25	29	22	8	14	12	34	46	18	45	102	62	8	18	34	19	13
IGR:(CDS,b0354,yaiL,DUF2058_family_protein,cds350,+,539/CDS,b0355,frmB,S-formylglutathione_hydrolase,cds351,-,833):+:162:NC_000913.3	423	375	384	434	259	447	510	1308	1414	622	467	451	605	284	396	314	414	354	655	672	610	453	139	304	338	473	894	127	208	409	547	288	323	467	282	241
AS_IGR:(CDS,b0354,yaiL,DUF2058_family_protein,cds350,+,539/CDS,b0355,frmB,S-formylglutathione_hydrolase,cds351,-,833):+:162:NC_000913.3	357	161	252	179	183	338	520	443	621	163	110	155	570	139	236	211	303	238	570	348	342	173	76	95	185	187	349	72	137	261	375	148	111	93	119	56
CDS:b0355:frmB:S-formylglutathione_hydrolase:cds351:-:833:NC_000913.3	817	274	419	315	155	352	958	828	1272	481	183	285	1072	295	404	280	461	293	1095	883	1048	317	115	191	373	451	742	121	185	303	827	362	244	161	115	126
AS_CDS:b0355:frmB:S-formylglutathione_hydrolase:cds351:-:833:NC_000913.3	598	471	488	387	245	373	740	1268	1285	569	496	449	806	282	364	230	405	268	930	678	638	274	142	307	423	515	1127	155	355	511	717	329	396	486	240	259
IGR:(CDS,b0355,frmB,S-formylglutathione_hydrolase,cds351,-,833/CDS,b0356,frmA,alcohol_dehydrogenase_class_III%3B_glutathione-dependent_formaldehyde_dehydrogenase,cds352,-,1109):+:42:NC_000913.3	4	5	2	4	2	6	10	13	11	10	5	2	5	4	2	7	10	4	9	7	11	3	2	6	2	5	11	2	3	7	7	7	2	4	5	5
AS_IGR:(CDS,b0355,frmB,S-formylglutathione_hydrolase,cds351,-,833/CDS,b0356,frmA,alcohol_dehydrogenase_class_III%3B_glutathione-dependent_formaldehyde_dehydrogenase,cds352,-,1109):+:42:NC_000913.3	109	51	70	99	70	83	113	186	260	134	54	100	125	42	64	73	125	95	126	126	182	79	28	84	46	60	171	34	43	113	115	52	58	61	64	64
CDS:b0356:frmA:alcohol_dehydrogenase_class_III%3B_glutathione-dependent_formaldehyde_dehydrogenase:cds352:-:1109:NC_000913.3	1356	593	944	1067	705	1217	1760	2286	3151	1542	735	1023	1948	637	868	919	1607	1178	1906	1988	2620	1060	310	896	758	1070	2016	320	447	1132	1583	738	646	628	671	828
AS_CDS:b0356:frmA:alcohol_dehydrogenase_class_III%3B_glutathione-dependent_formaldehyde_dehydrogenase:cds352:-:1109:NC_000913.3	21	11	12	16	14	22	25	53	70	46	7	24	48	19	23	25	64	28	38	39	56	14	10	25	11	17	46	3	4	55	53	19	23	20	14	16
CDS:b0357:frmR:regulator_protein_that_represses_frmRAB_operon:cds353:-:275:NC_000913.3	470	203	346	286	156	312	535	672	887	399	226	256	680	223	335	307	318	287	586	617	678	308	97	197	277	477	741	121	114	311	741	260	240	206	218	239
AS_CDS:b0357:frmR:regulator_protein_that_represses_frmRAB_operon:cds353:-:275:NC_000913.3	2	0	4	5	9	6	8	2	23	5	0	4	18	5	12	10	8	6	16	8	6	4	0	4	13	5	15	6	2	5	11	3	1	0	3	2
IGR:(CDS,b0357,frmR,regulator_protein_that_represses_frmRAB_operon,cds353,-,275/CDS,b0358,yaiO,outer_membrane_protein,cds354,-,773):+:136:NC_000913.3	23	5	10	21	13	20	28	34	16	17	13	10	23	4	4	17	23	20	31	10	15	13	7	7	15	12	40	7	14	33	22	5	22	8	10	3
AS_IGR:(CDS,b0357,frmR,regulator_protein_that_represses_frmRAB_operon,cds353,-,275/CDS,b0358,yaiO,outer_membrane_protein,cds354,-,773):+:136:NC_000913.3	60	29	33	34	25	67	73	88	113	48	45	35	73	30	33	47	59	57	70	72	102	40	14	33	44	66	118	20	41	83	98	54	47	30	35	37
CDS:b0358:yaiO:outer_membrane_protein:cds354:-:773:NC_000913.3	31	54	87	57	82	205	77	216	170	137	117	220	85	26	87	84	193	186	98	90	160	71	60	128	74	28	84	48	104	278	88	41	61	114	86	140
AS_CDS:b0358:yaiO:outer_membrane_protein:cds354:-:773:NC_000913.3	31	12	18	22	21	51	16	47	29	9	15	13	21	3	3	32	16	37	33	20	11	15	5	14	12	26	55	17	21	27	51	10	25	30	11	11
CDS:b4579:yaiX:-:cds355:-:416:NC_000913.3	3	0	0	0	7	22	2	28	2	0	3	3	0	0	4	17	10	10	9	7	4	0	2	2	0	5	2	2	4	11	2	0	13	22	3	11
AS_CDS:b4579:yaiX:-:cds355:-:416:NC_000913.3	4	1	0	0	2	6	2	5	9	0	1	2	16	2	0	2	2	1	4	0	10	1	0	2	3	2	7	0	0	4	9	0	0	1	0	0
mobile_genetic_element:-:-:-:id59:+:1330:NC_000913.3	81	65	93	134	98	200	132	265	227	158	148	163	147	73	98	144	244	191	112	154	210	116	74	144	89	91	191	87	108	244	121	46	83	164	127	164
AS_mobile_genetic_element:-:-:-:id59:+:1330:NC_000913.3	37	23	33	31	24	35	48	99	80	47	55	64	55	12	22	23	34	37	60	43	58	13	9	38	36	31	85	17	22	54	57	7	36	51	18	58
CDS:b0360:insC1:IS2_repressor_TnpA:cds356:+:365:NC_000913.3	28	24	31	52	46	86	46	97	81	64	44	53	45	27	39	62	80	71	37	53	71	47	31	47	23	24	48	31	44	79	32	13	35	49	39	57
AS_CDS:b0360:insC1:IS2_repressor_TnpA:cds356:+:365:NC_000913.3	3	2	7	3	3	6	2	7	5	2	2	4	3	1	0	6	3	5	5	2	3	0	1	1	3	0	3	1	1	10	2	0	6	7	2	1
CDS:b0361:insD1:IS2_transposase_TnpB:cds357:+:905:NC_000913.3	57	45	67	91	59	131	89	181	159	111	111	121	109	50	69	91	186	136	78	110	154	75	47	107	69	71	152	65	69	179	94	36	53	121	95	117
AS_CDS:b0361:insD1:IS2_transposase_TnpB:cds357:+:905:NC_000913.3	36	23	27	31	23	31	48	98	83	47	57	66	55	12	23	21	32	31	59	44	59	14	9	39	37	32	87	17	23	47	58	8	32	46	17	61
CDS:b4579:yaiX:-:cds355:-:281:NC_000913.3	5	3	3	12	13	21	13	23	26	11	21	28	12	5	7	10	14	13	12	9	19	10	6	15	9	3	35	4	6	17	18	3	5	12	11	18
AS_CDS:b4579:yaiX:-:cds355:-:281:NC_000913.3	4	2	7	1	5	8	7	15	7	11	5	9	12	2	5	3	7	5	4	6	13	2	1	2	1	9	9	3	16	18	5	1	6	14	6	9
CDS:b0363:yaiP:putative_family_2_glycosyltransferase:cds358:-:1196:NC_000913.3	41	4	37	27	31	80	20	65	46	30	22	55	55	32	35	77	66	47	56	35	32	21	9	36	21	19	80	65	27	80	42	6	18	28	35	28
AS_CDS:b0363:yaiP:putative_family_2_glycosyltransferase:cds358:-:1196:NC_000913.3	13	6	32	35	75	138	53	61	34	38	37	21	41	4	26	46	187	135	27	24	31	12	8	12	9	23	58	59	108	223	11	3	17	47	20	48
IGR:(CDS,b0363,yaiP,putative_family_2_glycosyltransferase,cds358,-,1196/CDS,b0364,yaiS,putative_PIG-L_family_deacetylase,cds359,-,557):+:72:NC_000913.3	0	0	0	0	0	0	1	1	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AS_IGR:(CDS,b0363,yaiP,putative_family_2_glycosyltransferase,cds358,-,1196/CDS,b0364,yaiS,putative_PIG-L_family_deacetylase,cds359,-,557):+:72:NC_000913.3	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
CDS:b0364:yaiS:putative_PIG-L_family_deacetylase:cds359:-:557:NC_000913.3	18	0	0	2	1	7	14	13	2	2	3	17	9	0	0	8	3	24	14	2	4	0	0	0	10	8	8	4	0	9	14	10	0	9	9	14
AS_CDS:b0364:yaiS:putative_PIG-L_family_deacetylase:cds359:-:557:NC_000913.3	14	2	0	1	0	0	4	5	10	2	33	0	8	8	10	0	18	0	20	3	8	5	0	12	2	0	2	5	0	15	2	4	0	0	0	0
IGR:(CDS,b0364,yaiS,putative_PIG-L_family_deacetylase,cds359,-,557/CDS,b0365,tauA,taurine_ABC_transporter_periplasmic_binding_protein,cds360,+,962):+:574:NC_000913.3	0	2	0	0	1	0	0	4	2	0	1	0	2	0	0	2	6	2	0	1	3	0	0	2	1	1	0	0	0	8	3	0	1	0	0	0
AS_IGR:(CDS,b0364,yaiS,putative_PIG-L_family_deacetylase,cds359,-,557/CDS,b0365,tauA,taurine_ABC_transporter_periplasmic_binding_protein,cds360,+,962):+:574:NC_000913.3	9	0	0	1	0	5	1	1	0	1	0	2	3	0	0	8	9	3	2	2	0	0	0	0	4	1	2	1	2	11	6	0	0	1	0	2
CDS:b0365:tauA:taurine_ABC_transporter_periplasmic_binding_protein:cds360:+:962:NC_000913.3	0	3	11	0	2	12	5	9	11	0	6	1	15	0	9	16	1	37	0	7	6	9	8	21	9	4	8	10	0	24	1	0	14	9	1	17
AS_CDS:b0365:tauA:taurine_ABC_transporter_periplasmic_binding_protein:cds360:+:962:NC_000913.3	12	7	0	0	2	18	16	29	10	10	5	6	25	3	0	3	3	11	6	19	17	2	5	2	2	8	3	0	2	3	6	4	3	7	2	0
CDS:b0366:tauB:taurine_ABC_transporter_ATPase:cds361:+:767:NC_000913.3	1	0	0	5	10	2	4	9	21	3	16	18	2	1	15	3	1	32	2	6	3	4	1	19	2	4	7	3	1	10	6	0	0	4	6	55
AS_CDS:b0366:tauB:taurine_ABC_transporter_ATPase:cds361:+:767:NC_000913.3	1	0	0	8	0	6	1	9	8	0	0	5	7	1	2	3	4	4	2	5	13	1	0	5	4	2	5	0	2	6	0	0	5	1	1	6
CDS:b0367:tauC:taurine_ABC_transporter_permease:cds362:+:827:NC_000913.3	4	1	1	8	10	16	8	18	11	11	4	9	16	1	10	10	18	33	13	7	9	15	3	41	9	4	11	6	4	26	1	0	4	23	21	69
AS_CDS:b0367:tauC:taurine_ABC_transporter_permease:cds362:+:827:NC_000913.3	2	0	0	0	0	1	1	7	7	1	0	0	2	1	3	0	1	4	0	2	3	0	0	2	0	1	15	0	0	0	0	0	0	0	19	1
CDS:b0368:tauD:taurine_dioxygenase%2C_2-oxoglutarate-dependent:cds363:+:851:NC_000913.3	16	18	15	46	29	50	25	66	64	35	44	41	34	3	32	26	38	79	19	39	39	26	6	127	23	19	50	16	40	87	29	7	15	26	37	77
AS_CDS:b0368:tauD:taurine_dioxygenase%2C_2-oxoglutarate-dependent:cds363:+:851:NC_000913.3	170	62	86	91	36	74	193	169	226	176	94	90	181	47	62	69	92	82	172	92	126	77	31	55	57	116	271	34	39	105	143	71	81	81	55	71
IGR:(CDS,b0368,tauD,taurine_dioxygenase%2C_2-oxoglutarate-dependent,cds363,+,851/CDS,b0369,hemB,5-aminolevulinate_dehydratase_porphobilinogen_synthase,cds364,-,974):+:45:NC_000913.3	7	4	5	10	5	9	8	11	13	19	5	6	9	2	9	9	12	10	7	9	13	5	2	15	4	10	34	2	5	15	9	3	13	11	6	8
AS_IGR:(CDS,b0368,tauD,taurine_dioxygenase%2C_2-oxoglutarate-dependent,cds363,+,851/CDS,b0369,hemB,5-aminolevulinate_dehydratase_porphobilinogen_synthase,cds364,-,974):+:45:NC_000913.3	293	106	185	299	118	196	346	383	557	477	214	256	267	101	158	166	204	155	296	229	328	208	82	154	120	252	694	99	115	256	269	179	210	193	128	202
CDS:b0369:hemB:5-aminolevulinate_dehydratase_porphobilinogen_synthase:cds364:-:974:NC_000913.3	2890	1275	1826	2741	962	1581	4094	4210	5629	4629	1834	1846	3497	1080	1674	1323	1731	1326	3717	2707	4197	2110	870	1526	1298	2304	6427	721	808	1753	3197	1572	1786	1667	1071	1507
AS_CDS:b0369:hemB:5-aminolevulinate_dehydratase_porphobilinogen_synthase:cds364:-:974:NC_000913.3	51	22	22	37	12	27	50	51	75	46	27	34	71	28	31	26	25	34	65	27	61	38	5	28	36	40	118	6	17	34	39	17	43	21	20	24
IGR:(CDS,b0369,hemB,5-aminolevulinate_dehydratase_porphobilinogen_synthase,cds364,-,974/CDS,b4580,yaiT,-,cds365,+,1457):+:482:NC_000913.3	9	12	0	6	2	3	5	17	12	1	1	1	6	8	3	3	10	3	11	0	2	3	0	0	6	6	2	0	1	5	9	3	4	0	0	3
AS_IGR:(CDS,b0369,hemB,5-aminolevulinate_dehydratase_porphobilinogen_synthase,cds364,-,974/CDS,b4580,yaiT,-,cds365,+,1457):+:482:NC_000913.3	152	69	86	87	45	56	211	233	281	144	82	83	208	46	69	43	49	44	211	101	161	57	36	52	59	109	249	28	28	64	231	74	49	75	34	60
CDS:b4580:yaiT:-:cds365:+:1457:NC_000913.3	56	22	32	12	42	41	39	80	110	37	63	70	113	14	34	34	72	73	78	64	82	16	32	56	31	36	115	34	31	82	78	27	33	77	40	53
AS_CDS:b4580:yaiT:-:cds365:+:1457:NC_000913.3	242	107	93	68	81	157	266	377	272	154	147	88	283	50	82	90	144	133	257	217	212	73	64	71	153	140	478	68	76	249	281	67	110	153	61	59
CDS:b0372:insF1:IS3_transposase_B:cds366:-:866:NC_000913.3	53	22	44	37	42	58	75	137	92	68	67	47	80	28	34	31	54	57	60	82	73	51	24	41	29	52	136	14	29	52	85	27	46	76	29	37
AS_CDS:b0372:insF1:IS3_transposase_B:cds366:-:866:NC_000913.3	62	70	179	124	118	235	68	291	192	136	275	408	72	88	156	159	334	209	58	172	185	169	151	315	57	153	190	105	160	239	57	60	72	267	201	283
mobile_genetic_element:-:-:-:id60:-:1257:NC_000913.3	85	38	80	77	67	105	120	234	257	145	111	115	138	46	53	69	107	103	116	133	153	93	44	87	57	87	214	38	70	118	156	48	91	126	64	74
AS_mobile_genetic_element:-:-:-:id60:-:1257:NC_000913.3	77	78	189	135	127	252	85	334	227	165	306	428	102	96	164	172	359	224	76	196	219	184	162	325	69	168	216	109	176	267	83	70	87	293	218	290
CDS:b0373:insE1:IS3_transposase_A:cds367:-:299:NC_000913.3	28	17	34	36	25	45	40	85	147	64	43	61	53	17	20	30	41	40	50	43	66	40	20	40	28	33	63	20	36	52	59	18	41	49	33	34
AS_CDS:b0373:insE1:IS3_transposase_A:cds367:-:299:NC_000913.3	16	11	10	10	9	18	19	42	35	25	28	19	27	9	9	15	23	16	20	24	34	15	10	12	13	16	30	4	13	27	25	10	14	25	15	9
IGR:(CDS,b0373,insE1,IS3_transposase_A,cds367,-,299/CDS,b4580,yaiT,-,cds365,+,1448):+:27:NC_000913.3	1	0	1	1	1	1	1	4	4	4	4	3	3	1	1	1	3	1	1	2	4	3	1	1	0	1	2	0	3	3	3	1	2	3	2	1
AS_IGR:(CDS,b0373,insE1,IS3_transposase_A,cds367,-,299/CDS,b4580,yaiT,-,cds365,+,1448):+:27:NC_000913.3	4	1	4	4	2	5	5	12	19	13	5	9	7	2	2	6	9	7	7	6	11	6	2	6	2	4	13	3	6	12	10	3	5	5	3	4
CDS:b4580:yaiT:-:cds365:+:1448:NC_000913.3	48	46	82	57	105	220	114	229	253	169	87	111	162	38	88	175	254	198	144	80	152	118	59	91	56	82	163	63	134	255	134	20	33	134	67	71
AS_CDS:b4580:yaiT:-:cds365:+:1448:NC_000913.3	105	70	127	168	189	240	150	476	659	326	245	249	204	64	126	186	414	337	209	177	303	230	125	199	115	107	518	62	132	394	226	50	175	218	148	196
IGR:(CDS,b4580,yaiT,-,cds365,+,1448/CDS,b0375,yaiV,putative_transcriptional_regulator,cds368,+,623):+:36:NC_000913.3	1	0	0	0	1	3	3	1	5	3	1	1	5	1	1	2	1	4	3	0	2	2	0	3	0	1	0	0	0	3	3	0	0	0	0	1
AS_IGR:(CDS,b4580,yaiT,-,cds365,+,1448/CDS,b0375,yaiV,putative_transcriptional_regulator,cds368,+,623):+:36:NC_000913.3	0	1	0	0	1	1	2	3	0	0	0	0	2	0	0	0	0	1	5	0	0	0	0	1	0	0	1	3	0	1	1	0	0	1	0	0
CDS:b0375:yaiV:putative_transcriptional_regulator:cds368:+:623:NC_000913.3	13	1	11	3	5	10	15	11	42	30	11	11	15	1	12	12	16	32	16	12	17	11	2	16	26	2	22	7	18	10	11	9	4	6	17	3
AS_CDS:b0375:yaiV:putative_transcriptional_regulator:cds368:+:623:NC_000913.3	43	50	45	51	28	97	37	164	56	55	44	16	67	33	40	27	64	52	73	83	66	26	12	25	45	23	100	45	31	79	59	17	30	52	17	13
CDS:b0376:ampH:D-alanyl-D-alanine-carboxypeptidase/endopeptidase%3B_penicillin-binding_protein%3B_weak_beta-lactamase:cds369:-:1157:NC_000913.3	271	517	633	503	574	909	380	1682	1104	699	607	571	432	470	517	519	932	758	438	1079	897	450	229	332	527	432	1492	510	594	1149	490	343	334	623	375	386
AS_CDS:b0376:ampH:D-alanyl-D-alanine-carboxypeptidase/endopeptidase%3B_penicillin-binding_protein%3B_weak_beta-lactamase:cds369:-:1157:NC_000913.3	14	5	22	18	55	52	25	60	40	41	24	28	14	11	19	21	70	33	22	34	37	17	7	27	22	3	51	34	52	61	28	11	9	17	16	26
IGR:(CDS,b0376,ampH,D-alanyl-D-alanine-carboxypeptidase/endopeptidase%3B_penicillin-binding_protein%3B_weak_beta-lactamase,cds369,-,1157/CDS,b0377,sbmA,peptide_antibiotic_transporter,cds370,+,1220):+:310:NC_000913.3	61	42	55	46	83	173	73	186	139	73	111	85	108	43	52	130	226	199	99	72	98	75	61	77	55	65	158	57	88	223	100	24	55	114	89	75
AS_IGR:(CDS,b0376,ampH,D-alanyl-D-alanine-carboxypeptidase/endopeptidase%3B_penicillin-binding_protein%3B_weak_beta-lactamase,cds369,-,1157/CDS,b0377,sbmA,peptide_antibiotic_transporter,cds370,+,1220):+:310:NC_000913.3	32	67	82	63	74	117	65	211	233	110	63	90	57	41	67	62	145	128	56	91	142	45	35	61	70	50	254	65	78	211	75	39	39	65	42	66
CDS:b0377:sbmA:peptide_antibiotic_transporter:cds370:+:1220:NC_000913.3	370	256	431	289	299	704	447	1112	872	423	428	380	520	193	244	420	741	518	557	453	569	328	257	228	205	288	576	218	333	647	435	194	153	422	265	271
